snapshot,rank,type,severity,CC_T,WMT_T,LCOT_T,CBT_T,RFT_T
NutriCompass_backup_20260210,91,SchemaEnforcementEngine,0.0,2.0,2.0,0.0,0.0,1.0
NutriCompass_backup_20260210,92,SearchIndex,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260210,93,SecureStorage,0.0,1.0,2.0,0.0,1.0,2.0
NutriCompass_backup_20260210,94,SelectionCheckboxRow,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260210,95,SelectionItem,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260210,96,SelectionSource,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260210,97,SelectionView,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260210,98,SessionStateManager,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260210,99,SettingsView,0.0,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260210,100,StudyType,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260210,101,Supplement,0.0,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260210,102,SupplementCategory,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260210,103,SupplementIngredient,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260210,104,SupplementRepository,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260210,105,SupplementSource,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260210,106,UserLibraryRepository,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260210,107,UserSupplementLibraryStore,0.0,1.0,2.0,0.0,2.0,2.0
NutriCompass_backup_20260211,1,OCRIngredientScanner,17.0,3.909090909090909,43.0,51.0,2.0,13.0
NutriCompass_backup_20260211,2,AppModel,7.200000000000001,1.7142857142857142,12.0,13.0,11.0,16.0
NutriCompass_backup_20260211,3,OCRProcessingHelpers,5.0,6.2,31.0,8.0,0.0,8.0
NutriCompass_backup_20260211,4,AuthManager,4.6000000000000005,2.875,23.0,14.0,2.0,8.0
NutriCompass_backup_20260211,5,ImagePicker,2.6,1.2,6.0,10.0,2.0,5.0
NutriCompass_backup_20260211,6,EvidenceAPIClient,2.4000000000000004,12.0,24.0,-1.0,4.0,6.0
NutriCompass_backup_20260211,7,AppCompositionRoot,2.0,2.0,4.0,1.0,11.0,2.0
NutriCompass_backup_20260211,8,DefaultInteractionAnalysisService,1.2000000000000002,4.0,8.0,1.0,5.0,4.0
NutriCompass_backup_20260211,9,DSLDSearchIndex,1.0,3.0,12.0,0.0,2.0,7.0
NutriCompass_backup_20260211,10,PreloadedDSLDStore,1.0,4.0,16.0,0.0,3.0,6.0
NutriCompass_backup_20260211,11,AnalysisController,0.8,1.0,1.0,0.0,6.0,2.0
NutriCompass_backup_20260211,12,DownloadedDSLDStore,0.8,3.0,9.0,-3.0,3.0,5.0
NutriCompass_backup_20260211,13,EvidenceDatabase,0.8,2.5,10.0,2.0,1.0,4.0
NutriCompass_backup_20260211,14,HomeView,0.8,1.0,1.0,0.0,6.0,2.0
NutriCompass_backup_20260211,15,LibraryStore,0.6000000000000001,1.8,9.0,-10.0,1.0,5.0
NutriCompass_backup_20260211,16,SelectionStore,0.6000000000000001,1.4,7.0,-10.0,2.0,5.0
NutriCompass_backup_20260211,17,CoOccurrenceInlineViewModel,0.4,2.3333333333333335,7.0,-3.0,0.0,4.0
NutriCompass_backup_20260211,18,InMemorySupplementRepository,0.4,1.5,3.0,-1.0,1.0,4.0
NutriCompass_backup_20260211,19,RootView,0.4,0.0,0.0,0.0,4.0,0.0
NutriCompass_backup_20260211,20,AnalysisResultView,0.2,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260211,21,CoOccurrenceView,0.2,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260211,22,Coordinator,0.2,1.5,3.0,1.0,1.0,2.0
NutriCompass_backup_20260211,23,DSLDRemoteClient,0.2,2.0,2.0,0.0,0.0,3.0
NutriCompass_backup_20260211,24,EmptyDSLDStore,0.2,1.0,3.0,0.0,1.0,3.0
NutriCompass_backup_20260211,25,Evidence,0.2,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260211,26,Interaction,0.2,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260211,27,LanguagePolicyEngine,0.2,3.0,3.0,0.0,0.0,3.0
NutriCompass_backup_20260211,28,RouteHostView,0.2,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260211,29,SampleData,0.2,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260211,30,UIStringPolicyEnforcer,0.2,4.0,4.0,0.0,1.0,3.0
NutriCompass_backup_20260211,31,AnalysisResult,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,32,AppRoute,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,33,Array,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260211,34,AuditLogger,0.0,1.0,2.0,0.0,0.0,2.0
NutriCompass_backup_20260211,35,AuthProvider,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,36,AuthService,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,37,AuthState,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,38,Bundle,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,39,Citation,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,40,CoOccurrenceBarRow,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,41,CoOccurrenceItem,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,42,CoOccurrencePMIDResponse,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,43,CoOccurrencePMIDViewModel,0.0,2.0,2.0,0.0,0.0,2.0
NutriCompass_backup_20260211,44,CoOccurrenceResponse,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,45,CodingKeys,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,46,ComparisonEngine,0.0,1.0,2.0,0.0,0.0,2.0
NutriCompass_backup_20260211,47,ConsentView,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,48,ConstraintRules,0.0,3.0,3.0,0.0,1.0,1.0
NutriCompass_backup_20260211,49,ContextFirewall,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,50,DSLDIngredient,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,51,DSLDSnapshot,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,52,DSLDStore,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,53,EvidenceClassificationModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260211,54,EvidenceLevel,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,55,EvidencePatternDetectionModule,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260211,56,EvidenceRepository,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260211,57,EvidenceSourceType,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,58,ImageOCRModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260211,59,InMemoryEvidenceRepository,0.0,1.0,1.0,0.0,2.0,1.0
NutriCompass_backup_20260211,60,InMemoryUserLibraryRepository,0.0,1.0,2.0,-1.0,2.0,2.0
NutriCompass_backup_20260211,61,Ingredient,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,62,IngredientExtractionModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260211,63,IngredientNormalizationModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260211,64,IngredientRef,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,65,InteractionAnalysisService,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,66,InteractionTaxonomy,0.0,9.5,19.0,0.0,2.0,2.0
NutriCompass_backup_20260211,67,InteractionType,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,68,LibraryView,0.0,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260211,69,LiteratureRetrievalModule,0.0,1.0,1.0,0.0,2.0,1.0
NutriCompass_backup_20260211,70,ModelVersionManager,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,71,NCError,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,72,NutriCompassApp,0.0,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260211,73,OCRIngredientChip,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,74,OCRIngredientStrip,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260211,75,OCRScanButton,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,76,OCRScanGroup,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,77,OnDeviceMLRuntime,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,78,OptionalCloudServices,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,79,OutputSchemaValidator,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260211,80,PermissionConsentManager,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260211,81,PipelineStage,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,82,PolicyError,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,83,ProvenanceManager,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260211,84,Quantity,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,85,RegulatoryMode,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,86,RegulatoryModeSwitch,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260211,87,RequestRouter,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,88,ResultAssemblyCoordinator,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,89,SavedEvidence,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,90,ScanWorkflowController,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260211,91,SchemaEnforcementEngine,0.0,2.0,2.0,0.0,0.0,1.0
NutriCompass_backup_20260211,92,SearchIndex,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260211,93,SecureStorage,0.0,1.0,2.0,0.0,1.0,2.0
NutriCompass_backup_20260211,94,SelectionCheckboxRow,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,95,SelectionItem,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260211,96,SelectionSource,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,97,SelectionView,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260211,98,SessionStateManager,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,99,SettingsView,0.0,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260211,100,StudyType,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,101,Supplement,0.0,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260211,102,SupplementCategory,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,103,SupplementIngredient,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260211,104,SupplementRepository,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,105,SupplementSource,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260211,106,UserLibraryRepository,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260211,107,UserSupplementLibraryStore,0.0,1.0,2.0,0.0,2.0,2.0
NutriCompass_backup_20260212,1,OCRIngredientScanner,17.2,3.909090909090909,43.0,51.0,2.0,13.0
NutriCompass_backup_20260212,2,AppModel,7.199999999999999,1.7142857142857142,12.0,13.0,11.0,15.0
NutriCompass_backup_20260212,3,EvidenceAPIClient,6.2666666666666675,12.333333333333334,37.0,-3.0,7.0,8.0
NutriCompass_backup_20260212,4,OCRProcessingHelpers,5.0,6.2,31.0,8.0,0.0,8.0
NutriCompass_backup_20260212,5,AuthManager,4.800000000000001,2.875,23.0,14.0,2.0,8.0
NutriCompass_backup_20260212,6,ImagePicker,2.8000000000000003,1.2,6.0,10.0,2.0,5.0
NutriCompass_backup_20260212,7,AnalysisResultView,1.6,5.0,5.0,0.0,9.0,1.0
NutriCompass_backup_20260212,8,DefaultInteractionAnalysisService,1.6,5.0,5.0,0.0,5.0,6.0
NutriCompass_backup_20260212,9,AppCompositionRoot,1.4000000000000001,3.0,3.0,0.0,8.0,1.0
NutriCompass_backup_20260212,10,DSLDSearchIndex,1.4000000000000001,3.0,12.0,0.0,2.0,8.0
NutriCompass_backup_20260212,11,PreloadedDSLDStore,1.2000000000000002,4.0,16.0,0.0,3.0,6.0
NutriCompass_backup_20260212,12,AnalysisController,1.2,1.0,1.0,0.0,6.0,3.0
NutriCompass_backup_20260212,13,DownloadedDSLDStore,1.0,3.0,9.0,-3.0,3.0,5.0
NutriCompass_backup_20260212,14,HomeView,1.0,1.0,1.0,0.0,6.0,2.0
NutriCompass_backup_20260212,15,EvidenceDatabase,0.8,2.5,15.0,-1.0,1.0,6.0
NutriCompass_backup_20260212,16,SelectionStore,0.8,1.4,7.0,-10.0,2.0,5.0
NutriCompass_backup_20260212,17,LibraryStore,0.6000000000000001,1.8,9.0,-10.0,1.0,5.0
NutriCompass_backup_20260212,18,PairEvidenceViewModel,0.6000000000000001,3.0,9.0,1.0,1.0,4.0
NutriCompass_backup_20260212,19,RootView,0.6000000000000001,0.0,0.0,0.0,4.0,0.0
NutriCompass_backup_20260212,20,CoOccurrenceInlineViewModel,0.4,2.3333333333333335,7.0,-3.0,0.0,4.0
NutriCompass_backup_20260212,21,CoOccurrenceView,0.4,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260212,22,Evidence,0.4,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260212,23,InMemorySupplementRepository,0.4,1.5,3.0,-1.0,1.0,4.0
NutriCompass_backup_20260212,24,Interaction,0.4,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260212,25,RouteHostView,0.4,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260212,26,SampleData,0.4,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260212,27,Coordinator,0.2,1.5,3.0,1.0,1.0,2.0
NutriCompass_backup_20260212,28,DSLDRemoteClient,0.2,2.0,2.0,0.0,0.0,3.0
NutriCompass_backup_20260212,29,EmptyDSLDStore,0.2,1.0,3.0,0.0,1.0,3.0
NutriCompass_backup_20260212,30,EvidenceRepository,0.2,1.0,4.0,0.0,0.0,3.0
NutriCompass_backup_20260212,31,FaersRepository,0.2,4.0,12.0,-3.0,0.0,3.0
NutriCompass_backup_20260212,32,InMemoryUserLibraryRepository,0.2,1.0,2.0,-1.0,2.0,2.0
NutriCompass_backup_20260212,33,InteractionDisplayModel,0.2,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260212,34,InteractionTaxonomy,0.2,9.5,19.0,0.0,2.0,2.0
NutriCompass_backup_20260212,35,LanguagePolicyEngine,0.2,3.0,3.0,0.0,0.0,3.0
NutriCompass_backup_20260212,36,LibraryView,0.2,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260212,37,LiteratureRetrievalModule,0.2,1.0,1.0,0.0,2.0,1.0
NutriCompass_backup_20260212,38,NutriCompassApp,0.2,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260212,39,PubMedRepository,0.2,4.0,8.0,1.0,0.0,2.0
NutriCompass_backup_20260212,40,ReactionEvidenceView,0.2,2.0,4.0,1.0,1.0,2.0
NutriCompass_backup_20260212,41,SettingsView,0.2,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260212,42,Supplement,0.2,0.0,0.0,0.0,2.0,0.0
NutriCompass_backup_20260212,43,UIStringPolicyEnforcer,0.2,4.0,4.0,0.0,1.0,3.0
NutriCompass_backup_20260212,44,UserSupplementLibraryStore,0.2,1.0,2.0,0.0,2.0,2.0
NutriCompass_backup_20260212,45,AnalysisResult,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,46,AppRoute,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,47,Array,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260212,48,AuditLogger,0.0,1.0,2.0,0.0,0.0,2.0
NutriCompass_backup_20260212,49,AuthProvider,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,50,AuthService,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,51,AuthState,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,52,Bundle,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,53,Citation,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,54,CoOccurrenceBarRow,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,55,CoOccurrenceItem,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,56,CoOccurrencePMIDResponse,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,57,CoOccurrencePMIDViewModel,0.0,2.0,2.0,0.0,0.0,2.0
NutriCompass_backup_20260212,58,CoOccurrenceResponse,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,59,CodingKeys,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,60,ComparisonEngine,0.0,1.0,2.0,0.0,0.0,2.0
NutriCompass_backup_20260212,61,ConsentView,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,62,ConstraintRules,0.0,3.0,3.0,0.0,1.0,1.0
NutriCompass_backup_20260212,63,ConsumerConcernLevel,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,64,ContextFirewall,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,65,DSLDIngredient,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,66,DSLDSnapshot,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,67,DSLDStore,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,68,EvidenceClassificationModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260212,69,EvidenceItem,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260212,70,EvidenceLevel,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,71,EvidenceMode,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,72,EvidencePatternDetectionModule,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260212,73,EvidenceSourceType,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,74,FaersDBLocator,0.0,4.0,4.0,0.0,0.0,1.0
NutriCompass_backup_20260212,75,FaersPairReactionRow,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,76,ImageOCRModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260212,77,InMemoryEvidenceRepository,0.0,1.0,2.0,0.0,1.0,2.0
NutriCompass_backup_20260212,78,Ingredient,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,79,IngredientExtractionModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260212,80,IngredientNormalizationModule,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260212,81,IngredientRef,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,82,InteractionAnalysisService,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,83,InteractionType,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,84,MeshNormalizer,0.0,4.0,8.0,-1.0,0.0,2.0
NutriCompass_backup_20260212,85,ModelVersionManager,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,86,NCError,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,87,OCRIngredientChip,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,88,OCRIngredientStrip,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260212,89,OCRScanButton,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,90,OCRScanGroup,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,91,OnDeviceMLRuntime,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,92,OptionalCloudServices,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,93,OutputSchemaValidator,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260212,94,PermissionConsentManager,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260212,95,PipelineStage,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,96,PolicyError,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,97,ProvenanceManager,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260212,98,Quantity,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,99,RawInteractionSignal,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,100,ReactionBarRow,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,101,ReactionDetailView,0.0,3.0,3.0,0.0,1.0,1.0
NutriCompass_backup_20260212,102,ReactionEvidence,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260212,103,RegulatoryMode,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,104,RegulatoryModeSwitch,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260212,105,RequestRouter,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,106,ResultAssemblyCoordinator,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,107,RiskColor,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,108,RiskInterpretationEngine,0.0,3.0,3.0,0.0,1.0,1.0
NutriCompass_backup_20260212,109,SavedEvidence,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,110,ScanWorkflowController,0.0,1.0,1.0,0.0,0.0,1.0
NutriCompass_backup_20260212,111,SchemaEnforcementEngine,0.0,2.0,2.0,0.0,0.0,1.0
NutriCompass_backup_20260212,112,SearchIndex,0.0,1.0,1.0,0.0,1.0,1.0
NutriCompass_backup_20260212,113,SecureStorage,0.0,1.0,2.0,0.0,1.0,2.0
NutriCompass_backup_20260212,114,SelectionCheckboxRow,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,115,SelectionItem,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260212,116,SelectionSource,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,117,SelectionView,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260212,118,SessionStateManager,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,119,SignalLevel,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,120,Source,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,121,StudyType,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,122,SupplementCategory,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,123,SupplementIngredient,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260212,124,SupplementRepository,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,125,SupplementSource,0.0,0.0,0.0,0.0,0.0,0.0
NutriCompass_backup_20260212,126,UserLibraryRepository,0.0,0.0,0.0,0.0,1.0,0.0
NutriCompass_backup_20260213,1,OCRIngredientScanner,17.4,3.909090909090909,43.0,51.0,3.0,14.0
NutriCompass_backup_20260213,2,AppModel,7.199999999999999,1.7142857142857142,12.0,13.0,12.0,15.0
NutriCompass_backup_20260213,3,EvidenceAPIClient,7.0,8.2,41.0,-10.0,8.0,10.0
NutriCompass_backup_20260213,4,OCRProcessingHelpers,5.0,6.2,31.0,8.0,0.0,8.0
NutriCompass_backup_20260213,5,AuthManager,4.800000000000001,2.875,23.0,14.0,3.0,8.0
NutriCompass_backup_20260213,6,AnalysisResultView,4.6000000000000005,2.75,11.0,4.0,15.0,8.0
NutriCompass_backup_20260213,7,ImagePicker,2.6,1.2,6.0,10.0,2.0,5.0
NutriCompass_backup_20260213,8,DefaultInteractionAnalysisService,1.8000000000000003,6.0,6.0,0.0,5.0,8.0
NutriCompass_backup_20260213,9,DSLDSearchIndex,1.6,3.0,12.0,0.0,3.0,9.0
NutriCompass_backup_20260213,10,AppCompositionRoot,1.2000000000000002,3.0,3.0,0.0,8.0,1.0
NutriCompass_backup_20260213,11,PreloadedDSLDStore,1.2000000000000002,4.0,16.0,0.0,4.0,6.0
NutriCompass_backup_20260213,12,AnalysisController,1.0,1.0,1.0,0.0,6.0,3.0
NutriCompass_backup_20260213,13,DownloadedDSLDStore,1.0,3.0,9.0,-3.0,4.0,5.0
NutriCompass_backup_20260213,14,HomeView,1.0,1.0,1.0,0.0,7.0,2.0
NutriCompass_backup_20260213,15,AnalysisPDFExporter,0.8,2.3333333333333335,7.0,1.0,3.0,4.0
NutriCompass_backup_20260213,16,EvidenceDatabase,0.8,2.5,15.0,-1.0,2.0,6.0
NutriCompass_backup_20260213,17,SelectionStore,0.8,1.4,7.0,-10.0,3.0,5.0
NutriCompass_backup_20260213,18,FaersRepository,0.6000000000000001,3.8,19.0,-2.0,1.0,5.0
NutriCompass_backup_20260213,19,LibraryStore,0.6000000000000001,1.8,9.0,-10.0,2.0,5.0
NutriCompass_backup_20260213,20,PairEvidenceViewModel,0.6000000000000001,3.0,9.0,1.0,2.0,4.0
NutriCompass_backup_20260213,21,CoOccurrenceInlineViewModel,0.4,2.3333333333333335,7.0,-3.0,1.0,4.0
NutriCompass_backup_20260213,22,CoOccurrenceView,0.4,0.0,0.0,0.0,4.0,0.0
NutriCompass_backup_20260213,23,InMemorySupplementRepository,0.4,1.5,3.0,-1.0,2.0,4.0
NutriCompass_backup_20260213,24,Interaction,0.4,0.0,0.0,0.0,4.0,0.0
NutriCompass_backup_20260213,25,AnalysisSnapshotStore,0.2,2.0,6.0,0.0,2.0,3.0
NutriCompass_backup_20260213,26,Coordinator,0.2,1.5,3.0,1.0,1.0,2.0
NutriCompass_backup_20260213,27,DSLDRemoteClient,0.2,2.0,2.0,0.0,0.0,3.0
NutriCompass_backup_20260213,28,EmptyDSLDStore,0.2,1.0,3.0,0.0,2.0,3.0
NutriCompass_backup_20260213,29,Evidence,0.2,0.0,0.0,0.0,3.0,0.0
NutriCompass_backup_20260213,30,EvidenceRepository,0.2,1.0,4.0,0.0,1.0,3.0
