snapshot,rank,cluster_types,size,DebtMag,NormDebt,RankScore,CC_T,WMT_T,LCOT_T,CBT_T,RFT_T,ED_T,CY_T,tau_CC_T,tau_WMT_T,tau_LCOT_T,tau_CBT_T,tau_RFT_T,tau_ED_T,tau_CY_T,ex_CC_T,ex_WMT_T,ex_LCOT_T,ex_CBT_T,ex_RFT_T,ex_ED_T,ex_CY_T
NutriCompass_backup_20260208,6,UIStringPolicyEnforcer,1,0.2857142857142857,0.2857142857142857,0.2857142857142857,4.0,4.0,0.0,1.0,3.0,0.02514124293785311,0.0,10.0,20.0,0.0,1.25,1.0,0.02514124293785311,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NutriCompass_backup_20260208,7,"Citation, Evidence, EvidenceSourceType, StudyType",4,0.3784907183212267,0.09462267958030668,0.18924535916061336,0.0,0.0,0.0,0.75,0.0,0.25,0.0,10.0,20.0,0.0,1.25,1.0,0.02514124293785311,0.0,0.0,0.0,0.0,1.75,0.0,0.8994350282485876,0.0
NutriCompass_backup_20260208,8,ComparisonEngine,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,20.0,0.0,1.25,1.0,0.02514124293785311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260208,9,SecureStorage,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,2.0,0.0,1.0,2.0,0.02514124293785311,0.0,10.0,20.0,0.0,1.25,1.0,0.02514124293785311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260208,10,"OCRIngredientChip, OCRIngredientStrip",2,0.1356739305891848,0.0678369652945924,0.09593595634984553,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0,20.0,0.0,1.25,1.0,0.02514124293785311,0.0,0.0,0.0,0.0,0.0,0.0,0.9497175141242937,0.0
NutriCompass_backup_20260209,1,OCRIngredientScanner,1,12.142857142857142,12.142857142857142,12.142857142857142,3.909090909090909,43.0,51.0,2.0,11.0,0.024065540194572452,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,23.0,51.0,1.0,10.0,0.0,0.0
NutriCompass_backup_20260209,2,"AnalysisController, AnalysisResultView, AppCompositionRoot, AppModel, AuditLogger, CoOccurrenceInlineViewModel, CoOccurrenceView, DSLDSearchIndex, DefaultInteractionAnalysisService, DownloadedDSLDStore, HomeView, InMemoryEvidenceRepository, InMemorySupplementRepository, InMemoryUserLibraryRepository, Interaction, InteractionTaxonomy, LiteratureRetrievalModule, RootView, RouteHostView, SampleData, SelectionStore, Supplement, UserSupplementLibraryStore",23,13.714285714285719,0.5962732919254661,2.859626249925598,1.5072463768115945,4.043478260869565,-0.2608695652173913,3.1739130434782608,2.3043478260869565,0.02406554019457245,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,2.0,5.0,52.0,37.0,0.0,0.0
NutriCompass_backup_20260209,3,"Coordinator, ImagePicker",2,3.1359812742301214,1.5679906371150607,2.2174736246821487,1.35,4.5,5.5,1.5,3.5,1.5,1.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,11.0,1.0,5.0,2.951868919610855,2.0
NutriCompass_backup_20260209,4,PreloadedDSLDStore,1,0.7142857142857142,0.7142857142857142,0.7142857142857142,4.0,16.0,0.0,3.0,4.0,0.024065540194572452,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
NutriCompass_backup_20260209,5,EmptyDSLDStore,1,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,3.0,0.0,1.0,3.0,0.024065540194572452,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NutriCompass_backup_20260209,6,UIStringPolicyEnforcer,1,0.2857142857142857,0.2857142857142857,0.2857142857142857,4.0,4.0,0.0,1.0,3.0,0.024065540194572452,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NutriCompass_backup_20260209,7,"Citation, Evidence, EvidenceSourceType, StudyType",4,0.41481969131738705,0.10370492282934676,0.20740984565869353,0.0,0.0,0.0,0.75,0.0,0.25,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,0.0,2.0,0.0,0.9037378392217101,0.0
NutriCompass_backup_20260209,8,ComparisonEngine,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260209,9,SecureStorage,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,2.0,0.0,1.0,2.0,0.024065540194572452,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260209,10,"OCRIngredientChip, OCRIngredientStrip",2,0.13598127423012216,0.06799063711506108,0.0961532811225069,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0,20.0,0.0,1.0,1.0,0.024065540194572452,0.0,0.0,0.0,0.0,0.0,0.0,0.9518689196108551,0.0
NutriCompass_backup_20260210,1,OCRIngredientScanner,1,12.142857142857142,12.142857142857142,12.142857142857142,3.909090909090909,43.0,51.0,2.0,13.0,0.021532091097308487,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,23.0,51.0,0.0,11.0,0.0,0.0
NutriCompass_backup_20260210,2,"AnalysisController, AnalysisResultView, AppCompositionRoot, AppModel, AuthManager, CoOccurrenceInlineViewModel, CoOccurrenceView, DSLDSearchIndex, DefaultInteractionAnalysisService, DownloadedDSLDStore, HomeView, InMemorySupplementRepository, Interaction, LanguagePolicyEngine, LibraryStore, OCRProcessingHelpers, RootView, RouteHostView, SelectionStore, UIStringPolicyEnforcer",20,15.428571428571427,0.7714285714285714,3.449933450999675,1.8473809523809526,5.5,-0.4,3.2,3.5,0.021532091097308484,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,11.0,22.0,34.0,41.0,0.0,0.0
NutriCompass_backup_20260210,3,"Coordinator, ImagePicker",2,2.7081336882579117,1.3540668441289558,1.914939695326905,1.35,4.5,5.5,1.5,3.5,1.5,1.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,11.0,0.0,3.0,2.956935817805383,2.0
NutriCompass_backup_20260210,4,PreloadedDSLDStore,1,0.7142857142857142,0.7142857142857142,0.7142857142857142,4.0,16.0,0.0,3.0,6.0,0.021532091097308487,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
NutriCompass_backup_20260210,5,EvidenceDatabase,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.5,6.0,2.0,1.0,4.0,0.0,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
NutriCompass_backup_20260210,6,"CoOccurrencePMIDResponse, CoOccurrenceResponse, EvidenceAPIClient",3,0.9193433895297248,0.3064477965099083,0.5307831534226897,3.3333333333333335,6.666666666666667,-0.3333333333333333,1.0,2.0,0.5,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,0.0,1.0,4.0,1.4354037267080746,0.0
NutriCompass_backup_20260210,7,DSLDRemoteClient,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.0,2.0,0.0,0.0,3.0,0.0,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260210,8,EmptyDSLDStore,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,3.0,0.0,1.0,3.0,0.021532091097308487,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260210,9,SampleData,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,3.0,0.0,0.021532091097308487,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NutriCompass_backup_20260210,10,"Citation, Evidence, EvidenceSourceType, StudyType",4,0.27341023365868083,0.06835255841467021,0.13670511682934042,0.0,0.0,0.0,0.75,0.0,0.25,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,0.0,1.0,0.0,0.913871635610766,0.0
NutriCompass_backup_20260210,11,"OCRIngredientChip, OCRIngredientStrip",2,0.13670511682934042,0.06835255841467021,0.09666511513292582,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0,20.0,0.0,2.0,2.0,0.021532091097308487,0.0,0.0,0.0,0.0,0.0,0.0,0.9569358178053831,0.0
NutriCompass_backup_20260211,1,OCRIngredientScanner,1,12.142857142857142,12.142857142857142,12.142857142857142,3.909090909090909,43.0,51.0,2.0,13.0,0.02215320910973085,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,23.0,51.0,0.0,11.0,0.0,0.0
NutriCompass_backup_20260211,2,"AnalysisController, AnalysisResultView, AppCompositionRoot, AppModel, AuthManager, CoOccurrenceInlineViewModel, CoOccurrenceView, DSLDSearchIndex, DefaultInteractionAnalysisService, DownloadedDSLDStore, HomeView, InMemorySupplementRepository, Interaction, LanguagePolicyEngine, LibraryStore, OCRProcessingHelpers, RootView, RouteHostView, SelectionStore, UIStringPolicyEnforcer",20,19.28571428571428,0.9642857142857141,4.312416813749593,1.9411309523809526,6.7,0.5,3.35,3.9,0.02215320910973085,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,14.0,37.0,36.0,48.0,0.0,0.0
NutriCompass_backup_20260211,3,"Coordinator, ImagePicker",2,2.707956225968648,1.353978112984324,1.9148142105387618,1.35,4.5,5.5,1.5,3.5,1.5,1.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,11.0,0.0,3.0,2.955693581780538,2.0
NutriCompass_backup_20260211,4,"CoOccurrenceItem, CoOccurrencePMIDResponse, CoOccurrenceResponse, EvidenceAPIClient",4,1.8921029281277728,0.4730257320319432,0.9460514640638864,3.0,6.0,-0.25,1.0,1.5,0.3333333333333333,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,2.0,4.0,0.0,2.0,4.0,1.24472049689441,0.0
NutriCompass_backup_20260211,5,PreloadedDSLDStore,1,0.7142857142857142,0.7142857142857142,0.7142857142857142,4.0,16.0,0.0,3.0,6.0,0.02215320910973085,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
NutriCompass_backup_20260211,6,EvidenceDatabase,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,2.5,10.0,2.0,1.0,4.0,0.0,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
NutriCompass_backup_20260211,7,DSLDRemoteClient,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.0,2.0,0.0,0.0,3.0,0.0,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260211,8,EmptyDSLDStore,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,3.0,0.0,1.0,3.0,0.02215320910973085,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260211,9,SampleData,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,3.0,0.0,0.02215320910973085,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NutriCompass_backup_20260211,10,"Citation, Evidence, EvidenceSourceType, StudyType",4,0.2730553090801538,0.06826382727003845,0.1365276545400769,0.0,0.0,0.0,0.75,0.0,0.25,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,0.0,1.0,0.0,0.9113871635610766,0.0
NutriCompass_backup_20260211,11,"OCRIngredientChip, OCRIngredientStrip",2,0.1365276545400769,0.06826382727003845,0.0965396303447827,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0,20.0,0.0,2.0,2.0,0.02215320910973085,0.0,0.0,0.0,0.0,0.0,0.0,0.9556935817805383,0.0
NutriCompass_backup_20260212,1,OCRIngredientScanner,1,12.285714285714285,12.285714285714285,12.285714285714285,3.909090909090909,43.0,51.0,2.0,13.0,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,23.0,51.0,1.0,11.0,0.0,0.0
NutriCompass_backup_20260212,2,EvidenceAPIClient,1,4.476190476190476,4.476190476190476,4.476190476190476,12.333333333333334,37.0,-3.0,7.0,8.0,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,2.333333333333334,17.0,0.0,6.0,6.0,0.0,0.0
NutriCompass_backup_20260212,3,"AnalysisController, AnalysisResultView, AppCompositionRoot, AppModel, AuthManager, CoOccurrenceInlineViewModel, CoOccurrenceView, DefaultInteractionAnalysisService, FaersRepository, HomeView, InMemoryUserLibraryRepository, LanguagePolicyEngine, LibraryStore, LibraryView, NutriCompassApp, OCRProcessingHelpers, PairEvidenceViewModel, PubMedRepository, ReactionEvidenceView, RootView, RouteHostView, SampleData, SelectionStore, SettingsView, Supplement, UIStringPolicyEnforcer, UserSupplementLibraryStore",27,21.571428571428562,0.7989417989417986,4.151423364173022,1.9749118165784834,5.481481481481482,0.4074074074074074,2.888888888888889,2.925925925925926,0.016172146484897083,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,14.0,38.0,56.0,43.0,0.0,0.0
NutriCompass_backup_20260212,4,"Coordinator, ImagePicker",2,2.8525222438614577,1.4262611219307288,2.017037822119903,1.35,4.5,5.5,1.5,3.5,1.5,1.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,11.0,1.0,3.0,2.9676557070302056,2.0
NutriCompass_backup_20260212,5,"DSLDSearchIndex, DownloadedDSLDStore",2,1.7142857142857142,0.8571428571428571,1.2121830534626528,3.0,10.5,-1.5,2.5,6.5,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0
NutriCompass_backup_20260212,6,PreloadedDSLDStore,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,4.0,16.0,0.0,3.0,6.0,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
NutriCompass_backup_20260212,7,EvidenceDatabase,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,2.5,15.0,-1.0,1.0,6.0,0.0,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
NutriCompass_backup_20260212,8,"Interaction, LiteratureRetrievalModule",2,0.42857142857142855,0.21428571428571427,0.3030457633656632,0.5,0.5,0.0,2.5,0.5,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
NutriCompass_backup_20260212,9,InMemorySupplementRepository,1,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.5,3.0,-1.0,1.0,4.0,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NutriCompass_backup_20260212,10,"Citation, Evidence, EvidenceSourceType, StudyType",4,0.41933020200863014,0.10483255050215753,0.20966510100431507,0.0,0.0,0.0,0.75,0.0,0.25,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,2.0,0.0,0.9353114140604116,0.0
NutriCompass_backup_20260212,11,"EvidenceRepository, InMemoryEvidenceRepository",2,0.2810936724328866,0.1405468362164433,0.19876324192592418,1.0,3.0,0.0,0.5,2.5,0.5,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,0.0,1.0,0.9676557070302059,0.0
NutriCompass_backup_20260212,12,DSLDRemoteClient,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.0,2.0,0.0,0.0,3.0,0.0,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260212,13,EmptyDSLDStore,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,3.0,0.0,1.0,3.0,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260212,14,InteractionDisplayModel,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,2.0,0.0,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NutriCompass_backup_20260212,15,InteractionTaxonomy,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,9.5,19.0,0.0,2.0,2.0,0.016172146484897086,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NutriCompass_backup_20260212,16,"EvidenceItem, Source",2,0.1382365295757437,0.06911826478787185,0.0977479874707031,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,0.0,0.0,0.9676557070302059,0.0
NutriCompass_backup_20260212,17,"OCRIngredientChip, OCRIngredientStrip",2,0.1382365295757437,0.06911826478787185,0.0977479874707031,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0,20.0,0.0,1.0,2.0,0.016172146484897086,0.0,0.0,0.0,0.0,0.0,0.0,0.9676557070302059,0.0
NutriCompass_backup_20260213,1,OCRIngredientScanner,1,12.428571428571427,12.428571428571427,12.428571428571427,3.909090909090909,43.0,51.0,3.0,14.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,23.0,51.0,1.0,12.0,0.0,0.0
NutriCompass_backup_20260213,2,EvidenceAPIClient,1,5.0,5.0,5.0,8.2,41.0,-10.0,8.0,10.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,21.0,0.0,6.0,8.0,0.0,0.0
NutriCompass_backup_20260213,3,"AnalysisController, AnalysisResultView, AppCompositionRoot, AppModel, AuthManager, CoOccurrenceInlineViewModel, CoOccurrenceView, DefaultInteractionAnalysisService, FaersRepository, HomeView, LanguagePolicyEngine, LibraryStore, OCRProcessingHelpers, PairEvidenceViewModel, PubMedRepository, ReactionEvidenceView, RootView, RouteHostView, SampleData, SelectionStore, ShareSheet, Supplement, UIStringPolicyEnforcer",23,22.71428571428571,0.9875776397515527,4.73625597643927,2.2118530020703933,6.956521739130435,0.782608695652174,3.782608695652174,3.8260869565217392,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,14.0,43.0,49.0,53.0,0.0,0.0
NutriCompass_backup_20260213,4,"Coordinator, ImagePicker",2,2.709544879898862,1.354772439949431,1.9159375585057747,1.35,4.5,5.5,1.5,3.5,1.5,1.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,11.0,0.0,3.0,2.9668141592920354,2.0
NutriCompass_backup_20260213,5,"DSLDSearchIndex, DownloadedDSLDStore",2,1.857142857142857,0.9285714285714285,1.3131983079178737,3.0,10.5,-1.5,3.5,7.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0
NutriCompass_backup_20260213,6,PreloadedDSLDStore,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,4.0,16.0,0.0,4.0,6.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
NutriCompass_backup_20260213,7,AnalysisPDFExporter,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,2.3333333333333335,7.0,1.0,3.0,4.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
NutriCompass_backup_20260213,8,EvidenceDatabase,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,2.5,15.0,-1.0,2.0,6.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
NutriCompass_backup_20260213,9,InMemorySupplementRepository,1,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.5,3.0,-1.0,2.0,4.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NutriCompass_backup_20260213,10,Interaction,1,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,4.0,0.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
NutriCompass_backup_20260213,11,AnalysisSnapshotStore,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.0,6.0,0.0,2.0,3.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260213,12,DSLDRemoteClient,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,2.0,2.0,0.0,0.0,3.0,0.0,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260213,13,EmptyDSLDStore,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,3.0,0.0,2.0,3.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NutriCompass_backup_20260213,14,Evidence,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,3.0,0.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NutriCompass_backup_20260213,15,EvidenceRepository,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,4.0,0.0,1.0,3.0,0.016592920353982302,0.0,10.0,20.0,0.0,2.0,2.0,0.016592920353982302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
